,Unnamed: 0,videoId,scanTimeStamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch,firstTrendingTime,timeToTrendSeconds,isTrend
651,90,BOQ1FdoBBmI,2023-12-19 06:27:16.206667520+00:00,2023-12-16 08:59:24+00:00,850000,40,719,Recently Trending,Film & Animation,FR,251080,30000.0,1200.0,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",6,2023-12-19 01:03:55.763489024+00:00,230671.763489024,True
652,91,UUYtl783ZS0,2023-12-19 06:27:16.206667520+00:00,2023-12-05 18:00:20+00:00,442000,41,7361,Recently Trending,Music,FR,842664,23000.0,697.0,True,"['humour', 'emission', 'lateshow', 'live', 'stream', 'streaming', 'interview', 'happening', 'maximebiaggi', 'grimkujow', 'twitch']",6,2023-12-19 01:03:55.763489024+00:00,1148615.763489024,True
653,92,n_Dd7h_7cOM,2023-12-19 06:27:16.206667520+00:00,2023-12-15 17:00:47+00:00,987000,42,181,Recently Trending,Music,FR,273967,8300.0,171.0,False,"['filtré', 'timal filtré', 'timal gazo', 'gazo filtré', 'timal', 'timal caméléon', 'booba caméléon', 'timal booba', 'timal gazo filtré', 'timal booba caméléon', 'timal vatos', 'timal chien', 'sdm bolide allemand', 'timal la 15', 'timal la 16', 'timal la 14', 'Timal zed', 'zed timal', 'timal feat zed', 'zed feat timal', 'timal sur écoute', 'sur écoute timal', 'zed sur écoute', 'sur écoute zed', 'timal zed écoute', 'écoute zed timal', 'clip timal zed', 'timal zed clip', 'clip zed timal', 'zed timal clip', 'gazo timal', 'booba timal']",6,2023-12-19 01:03:55.763489024+00:00,288188.763489024,True
654,93,4R7vRFGJr3k,2023-12-19 06:27:16.206667520+00:00,2023-12-17 14:59:58+00:00,28400000,43,191,Recently Trending,Music,FR,4349184,469000.0,45000.0,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",6,2023-12-19 01:03:55.763489024+00:00,122637.763489024,True
655,94,6f1Bg-fqBRg,2023-12-19 06:27:16.206667520+00:00,2023-12-17 10:00:12+00:00,367000,44,2566,Recently Trending,Entertainment,FR,129379,11000.0,440.0,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",6,2023-12-19 01:03:55.763489024+00:00,140623.763489024,True
656,95,7gA9o4myieI,2023-12-19 06:27:16.206667520+00:00,2023-12-10 17:00:10+00:00,270000,45,9940,Recently Trending,Comedy,FR,276690,6700.0,1000.0,True,"['Seb Mellia', 'Humour', 'stand up', 'sketch', 'one man show', 'spectacle', 'vlog', 'podcast', '4 comiques dans le vent', 'Seb Mellia ne perd jamais', 'impro', 'show', 'drole', 'humoriste', 'divertissement', 'émission', 'Jerome Niel', 'Maxime', 'Blandine Lehout', 'Quick n toast', 'bagarre', 'couple', 'Amsterdam', 'Japon', 'La Ferme Celebrité']",6,2023-12-19 01:03:55.763489024+00:00,720225.763489024,True
657,96,n4hyVsz7FMA,2023-12-19 06:27:16.206667520+00:00,2023-12-17 09:00:27+00:00,2430000,46,2988,Recently Trending,Entertainment,FR,114993,10000.0,330.0,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",6,2023-12-19 01:03:55.763489024+00:00,144208.763489024,True
658,97,HRfFR2z35hk,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:30:09+00:00,1370000,0,58,Short,Gaming,FR,565950,60000.0,426.0,True,"['fortnite', 'zetfar', 'lama', 'aléatoire', 'challenge', 'défi', 'stuff', 'skins', 'wazz', 'manette', 'chapitre 5', 'halloween', 'skin', 'chapitre 4', 'chapitre 4 saison 4', 'découverte', 'chapitre 1', 'cache', 'pleasant', 'park', 'chapter 1', 'zetfarcup', 'zetfarcupzb', 'zetfarcupzb fortnite', 'sprint', 'escalade', 'turbo', 'build', 'ravitaillements', '1 unreal', 'vs', 'tous', 'les', 'modes', 'sur', 'scuf', 'envision', 'pro', 'cheater', 'inoxtag', 'faire', 'top', 'dans', 'pays', 'du', 'monde', 'combo', 'tryhard', 'cachettes', 'saison OG', 'lego', 'lego fortnite', 'emote', 'exclusive', '10 items', 'attendus']",6,2023-12-19 01:03:55.763489024+00:00,135226.763489024,True
659,98,6MXIRMi1tS8,2023-12-19 06:27:16.206667520+00:00,2023-12-17 09:00:08+00:00,31600,1,60,Short,People & Blogs,FR,349414,24000.0,95.0,False,,6,2023-12-19 01:03:55.763489024+00:00,144227.763489024,True
660,99,ZjrQ11eSsJY,2023-12-19 06:27:16.206667520+00:00,2023-12-17 09:11:34+00:00,313000,2,60,Short,Science & Technology,FR,238245,18000.0,108.0,True,,6,2023-12-19 01:03:55.763489024+00:00,143541.763489024,True
661,100,r1R7JgStaBw,2023-12-19 06:27:16.206667520+00:00,2023-12-17 11:30:20+00:00,40900,3,47,Short,Gaming,FR,190071,10000.0,9.0,False,"['minecraft', 'minecraft ninjaxx', 'ninjaxx', 'ninjax', 'unchained', 'unchained_off', 'unchained off', 'fortnite', 'gaming', 'mise à jour', 'fortnite mise à jour', 'vbucks', 'unchained minecraft', 'mc', 'fuze', 'troll minecraft', 'noob minecraft', 'aventure', 'fuze 3', 'minecraft mais', 'minecraft fr', 'cheat', 'cheat minecraft', 'tnt minecraft', 'mrbeast', 'mode', 'mode minecraft', 'bombe nucléaire', '100 tnt', 'golem']",6,2023-12-19 01:03:55.763489024+00:00,135215.763489024,True
662,101,9P6xy-AC9Is,2023-12-19 06:27:16.206667520+00:00,2023-12-17 12:41:14+00:00,1980000,4,42,Short,Entertainment,FR,231302,15000.0,21.0,True,,6,2023-12-19 01:03:55.763489024+00:00,130961.763489024,True
663,102,DO3dTP9h6ho,2023-12-19 06:27:16.206667520+00:00,2023-12-17 12:10:00+00:00,134000,5,29,Short,Gaming,FR,142963,16000.0,42.0,False,"['minecraft', 'minecraft shorts', 'minecraft short', 'minecraft tuto', 'minecraft easy tuto', 'minecraft shorts tuto', 'minecraft easy shorts', 'minecraft tuto short', 'minecraft tutoriel', 'minecraft survival tuto', 'minecraft astuce', 'minecraft astuce shorts', 'minecraft astuce short', 'minecraft astuce débutant', 'minecraft funny', 'minecraft memes', 'minecraft meme', 'easycraft', 'seed cheat minecraft', 'stuff cheat seed minecraft', 'minecraft seed speedrun']",6,2023-12-19 01:03:55.763489024+00:00,132835.763489024,True
664,103,koGrjBe5kFE,2023-12-19 06:27:16.206667520+00:00,2023-12-17 10:00:34+00:00,31600,6,60,Short,People & Blogs,FR,190367,13000.0,78.0,False,,6,2023-12-19 01:03:55.763489024+00:00,140601.763489024,True
665,104,67rSnZKLef0,2023-12-19 06:27:16.206667520+00:00,2023-12-17 17:00:04+00:00,327000,7,58,Short,People & Blogs,FR,72458,4900.0,64.0,True,,6,2023-12-19 01:03:55.763489024+00:00,115431.763489024,True
666,105,3mHwQzN2Po4,2023-12-19 06:27:16.206667520+00:00,2023-12-16 17:31:09+00:00,1770000,8,52,Short,People & Blogs,FR,462657,26000.0,82.0,True,,6,2023-12-19 01:03:55.763489024+00:00,199966.763489024,True
667,106,BSop5zkR7KY,2023-12-19 06:27:16.206667520+00:00,2023-12-17 18:38:20+00:00,1010000,9,15,Short,Comedy,FR,84694,7800.0,119.0,True,,6,2023-12-19 01:03:55.763489024+00:00,109535.763489024,True
668,107,_Q4pcR5H2OE,2023-12-19 06:27:16.206667520+00:00,2023-12-16 09:30:17+00:00,290000,10,60,Short,Entertainment,FR,450545,73000.0,609.0,True,,6,2023-12-19 01:03:55.763489024+00:00,228818.763489024,True
669,108,iFDN9N-GIrw,2023-12-19 06:27:16.206667520+00:00,2023-12-16 10:05:05+00:00,751000,11,60,Short,Entertainment,FR,683305,,481.0,True,,6,2023-12-19 01:03:55.763489024+00:00,226730.763489024,True
670,109,9AYGP5imeWk,2023-12-19 06:27:16.206667520+00:00,2023-12-16 15:02:32+00:00,321000,12,60,Short,Entertainment,FR,408190,23000.0,37.0,True,,6,2023-12-19 01:03:55.763489024+00:00,208883.763489024,True
671,110,IMsEt4YBF3Q,2023-12-19 06:27:16.206667520+00:00,2023-12-16 17:20:20+00:00,22900,13,42,Short,Gaming,FR,258253,16000.0,33.0,False,,6,2023-12-19 01:03:55.763489024+00:00,200615.763489024,True
672,111,_6YR8xmqEFw,2023-12-19 06:27:16.206667520+00:00,2023-12-17 12:30:10+00:00,78700,14,48,Short,Sports,FR,117936,5100.0,24.0,False,,6,2023-12-19 06:27:16.206667520+00:00,151026.20666752,False
673,0,bfmUsDJjBkU,2023-12-19 07:32:00.194941184+00:00,2023-12-17 10:02:00+00:00,5790000,0,4585,Now,Comedy,FR,2545918,185000.0,3200.0,True,"['Mastu', 'Mastus', 'Humour', 'Matsu', 'loat', 'mastu enfer', 'mastu michou', 'michou', 'mastu zafeel', 'zafeel', 'hctuan', 'mchou enfer']",7,2023-12-19 01:03:55.763489024+00:00,140515.763489024,True
674,1,9gAADPMt1FU,2023-12-19 07:32:00.194941184+00:00,2023-12-17 18:28:05+00:00,725000,1,1056,Now,Comedy,FR,346739,59000.0,1300.0,True,,7,2023-12-19 01:03:55.763489024+00:00,110150.763489024,True
675,2,LnW-DwBrWLk,2023-12-19 07:32:00.194941184+00:00,2023-12-17 15:59:59+00:00,4000000,0,827,Now,Comedy,FR,504574,40000.0,561.0,True,,7,2023-12-19 01:03:55.763489024+00:00,119036.763489024,True
676,3,K4GQRiuNpP0,2023-12-19 07:32:00.194941184+00:00,2023-12-17 16:00:33+00:00,1990000,1,2773,Now,Howto & Style,FR,312099,13000.0,445.0,False,,7,2023-12-19 01:03:55.763489024+00:00,119002.763489024,True
677,4,9RhWXPcKBI8,2023-12-19 07:32:00.194941184+00:00,2023-12-16 17:00:01+00:00,219000000,2,1627,Now,Entertainment,FR,64983604,3000000.0,50000.0,True,,7,2023-12-19 01:03:55.763489024+00:00,201834.763489024,True
678,5,aZOiDNzoeWQ,2023-12-19 07:32:00.194941184+00:00,2023-12-17 10:17:24+00:00,9190000,3,1679,Now,Entertainment,FR,993812,64000.0,1700.0,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",7,2023-12-19 01:03:55.763489024+00:00,139591.763489024,True
679,6,FuNLTys8xtQ,2023-12-19 07:32:00.194941184+00:00,2023-12-17 15:41:08+00:00,2510000,4,390,Now,Comedy,FR,310598,39000.0,624.0,True,"['kevin tran', 'kevin tran 陈科伟', 'rire jaune', 'le rire jaune', 'show jaune', 'le show jaune', 'kevin tran empereur', 'henry tran', 'cuisine', 'après mes toilettes', 'après mes toilettes ma cuisine', 'kevin tran cuisine', 'présentation de ma cuisine', 'cuisine tour', 'kitchen tour']",7,2023-12-19 01:03:55.763489024+00:00,120167.763489024,True
680,7,M9p7xS8nKFg,2023-12-19 07:32:00.194941184+00:00,2023-12-17 22:05:56+00:00,985000,5,11341,Now,Sports,FR,229821,11000.0,166.0,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue 1', 'paris saint germain', 'paris sg', 'paris', 'psg', 'lille osc', 'lille', 'losc', 'psg lille', 'psg vs lille', 'lille psg', 'lille vs psg', 'lille paris', 'lille vs paris', 'lille paris sg', 'lille vs paris sg', 'losc psg', 'losc vs psg', 'losc paris', 'losc vs paris', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'lille psg live', 'losc psg live', 'lille paris live', 'psg lille live', 'psg live', 'messi', 'amazon prime live', 'amazon prime', 'psg match', 'leo']",7,2023-12-19 01:03:55.763489024+00:00,97079.763489024,True
681,8,4R7vRFGJr3k,2023-12-19 07:32:00.194941184+00:00,2023-12-17 14:59:58+00:00,28400000,6,191,Now,Music,FR,4370665,470000.0,45000.0,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",7,2023-12-19 01:03:55.763489024+00:00,122637.763489024,True
682,9,vvnlLGFv2mI,2023-12-19 07:32:00.194941184+00:00,2023-12-17 11:00:45+00:00,1540000,7,2208,Now,Autos & Vehicles,FR,601038,43000.0,1200.0,True,,7,2023-12-19 01:03:55.763489024+00:00,136990.763489024,True
683,10,Ap7qPHeZcgM,2023-12-19 07:32:00.194941184+00:00,2023-12-17 07:18:06+00:00,1380000,8,481,Now,Entertainment,FR,329443,5000.0,357.0,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",7,2023-12-19 01:03:55.763489024+00:00,150349.763489024,True
684,11,6f1Bg-fqBRg,2023-12-19 07:32:00.194941184+00:00,2023-12-17 10:00:12+00:00,367000,9,2566,Now,Entertainment,FR,129893,11000.0,441.0,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",7,2023-12-19 01:03:55.763489024+00:00,140623.763489024,True
685,12,pIqARNahjJw,2023-12-19 07:32:00.194941184+00:00,2023-12-17 18:00:30+00:00,564000,10,545,Now,Science & Technology,FR,131611,15000.0,505.0,True,"['iphone', 'apple', 'imessage', 'rcs', 'bulle bleue', 'bulle verte', 'léo duff', 'beeper', 'android', 'ios']",7,2023-12-19 01:03:55.763489024+00:00,111805.763489024,True
686,13,n4hyVsz7FMA,2023-12-19 07:32:00.194941184+00:00,2023-12-17 09:00:27+00:00,2430000,11,2988,Now,Entertainment,FR,115343,10000.0,332.0,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",7,2023-12-19 01:03:55.763489024+00:00,144208.763489024,True
687,14,usTqmg0xNZY,2023-12-19 07:32:00.194941184+00:00,2023-12-15 16:22:26+00:00,7240000,12,2246,Now,Entertainment,FR,1864834,170000.0,4600.0,True,"['mcfly', 'carlito', 'golden moustache', 'fatshow', 'badass', 'dab', ""j'effectue"", 'le', 'et', 'on', 'appelle', 'des', 'gens', 'au', 'hasard']",7,2023-12-19 01:03:55.763489024+00:00,290489.763489024,True
688,15,SwlRSu0jjyU,2023-12-19 07:32:00.194941184+00:00,2023-12-17 16:25:00+00:00,8330000,13,985,Now,Comedy,FR,1632660,121000.0,1200.0,True,"['amixem', 'humour', 'delire']",7,2023-12-19 01:03:55.763489024+00:00,117535.763489024,True
689,16,tfht2Piljo8,2023-12-19 07:32:00.194941184+00:00,2023-12-17 12:07:22+00:00,493000,14,334,Now,Entertainment,FR,380408,2900.0,1500.0,True,,7,2023-12-19 01:03:55.763489024+00:00,132993.763489024,True
690,17,FrTfxDY2eyI,2023-12-19 07:32:00.194941184+00:00,2023-12-17 16:23:46+00:00,315000,15,621,Now,Comedy,FR,95901,14000.0,366.0,True,,7,2023-12-19 01:03:55.763489024+00:00,117609.763489024,True
691,18,NGfpot1_2Is,2023-12-19 07:32:00.194941184+00:00,2023-12-17 11:00:12+00:00,548000,16,2023,Now,Howto & Style,FR,100818,9100.0,385.0,True,"['honeyshay', 'honey shay', 'Chaiyna', 'comores', 'lifestyle', 'beauté', 'vlog', 'famille', 'family game', 'habitue toi', 'Family', 'Family Games', 'Océane', 'Yoan', 'Yo4real']",7,2023-12-19 01:03:55.763489024+00:00,137023.763489024,True
692,19,W_l0npDNILY,2023-12-19 07:32:00.194941184+00:00,2023-12-17 13:00:31+00:00,2560000,17,966,Now,Gaming,FR,557815,42000.0,403.0,True,"['terracid', 'laink', 'wankil', 'lego', 'fortnite', 'minecraft', 'build', 'construction']",7,2023-12-19 01:03:55.763489024+00:00,129804.763489024,True
693,20,TOIAdoDwYYs,2023-12-19 07:32:00.194941184+00:00,2023-12-17 09:30:05+00:00,230000,18,1207,Now,Gaming,FR,95159,8500.0,246.0,True,"['pokemon random', 'choisi ton starter', 'choisi ton pokemon', 'challenge pokemon', 'randomizer pokemon violet', 'randomizer pokemon ecarlate']",7,2023-12-19 01:03:55.763489024+00:00,142430.763489024,True
694,21,LY0Ll7LRYDI,2023-12-19 07:32:00.194941184+00:00,2023-12-17 17:09:58+00:00,5430000,19,953,Now,Entertainment,FR,778670,65000.0,4200.0,True,"['seb la frite', 'seb', 'ce mec', 'seblafrite', 'sebastien frit', 'histoire', 'incroyable', 'mystère', 'musique', 'documentaire', 'Tecktonik', 'danse electro', 'metropolis', 'rungis', 'teck tonik', 'story', 'France']",7,2023-12-19 01:03:55.763489024+00:00,114837.763489024,True
695,22,uKpgHMkjF_8,2023-12-19 07:32:00.194941184+00:00,2023-12-17 16:30:12+00:00,92100,20,1445,Now,Film & Animation,FR,55944,5400.0,337.0,False,"['film', 'films', 'chronique', 'cinema', 'saga', 'humour', 'analyse', 'box office', 'critique', 'resume', 'la suite de trop', 'video', 'youtube', 'critique cinema', 'critique de film', 'Cinéphile', 'Noel', 'Christmas', 'Aladdin', 'Le Roi Lion', 'La Belle et le Bete', 'Pocahontas', 'Disney', 'Le Retour de Jafar', 'Karime Debbache', 'Crossed', 'Chroma', 'Guillaume Cassar', 'Notserious', 'la petite sirene', 'mickey', 'La petite sirene 2', 'La Belle et le Clochard', 'La Belle et le Clochard 2', 'Le Bossu de Notre Dame', 'Cendrillon', 'PeterPan', 'Les 101 Dalmatiens', 'Cruella', 'Tarzan']",7,2023-12-19 01:03:55.763489024+00:00,117223.763489024,True
696,23,ziq9BzdRvwY,2023-12-19 07:32:00.194941184+00:00,2023-12-17 18:00:28+00:00,146000,21,3163,Now,Entertainment,FR,142754,7000.0,176.0,True,,7,2023-12-19 01:03:55.763489024+00:00,111807.763489024,True
697,24,lTmJJ3AGizk,2023-12-19 07:32:00.194941184+00:00,2023-12-17 12:00:30+00:00,106000,22,1456,Now,Gaming,FR,97453,4500.0,267.0,False,"['jeux vidéo', 'gaming', 'clip', 'twitch', 'twitchfr', 'montage', 'best of', 'shorts', 'tiktok', 'humour', 'drole', 'wii sports', 'wii sports resort', 'matt', 'wii']",7,2023-12-19 01:03:55.763489024+00:00,133405.763489024,True
698,25,SG065LnQ08Q,2023-12-19 07:32:00.194941184+00:00,2023-12-16 18:02:38+00:00,688000,23,1941,Now,Entertainment,FR,196150,14000.0,201.0,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",7,2023-12-19 01:03:55.763489024+00:00,198077.763489024,True
699,26,WG4FIkH6HU8,2023-12-19 07:32:00.194941184+00:00,2023-12-17 17:00:10+00:00,412000,24,690,Now,Entertainment,FR,70129,4400.0,99.0,True,"['Ski', 'Freeride', 'extreme', 'Bimboes', 'Mickael', 'mickael bimboes', 'Freeride world tour', 'winteractivity', 'winter activity', 'winter', 'brutisode', 'snowboard', 'vtt', 'parapente', 'montagne', 'prank', 'scandale', 'backflip', 'freestyle', 'équipe', 'skiing', 'neige', 'film', 'avalanche', 'vlog', 'antagonist', 'gopro', 'dji', 'world', 'mtb', 'downhill', 'tricks', 'trick', 'fail', 'fails', 'best', 'chamonix', 'audi', 'yeah']",7,2023-12-19 01:03:55.763489024+00:00,115425.763489024,True
700,27,DmdcktG7vXM,2023-12-19 07:32:00.194941184+00:00,2023-12-17 18:49:02+00:00,58500,25,167,Now,Music,FR,31445,4700.0,3200.0,False,,7,2023-12-19 01:03:55.763489024+00:00,108893.763489024,True
701,28,6X1Ko_TExuM,2023-12-19 07:32:00.194941184+00:00,2023-12-16 11:45:00+00:00,34800,26,810,Now,Entertainment,FR,301389,5700.0,272.0,False,,7,2023-12-19 01:03:55.763489024+00:00,220735.763489024,True
702,29,gRb87CBRZ2o,2023-12-19 07:32:00.194941184+00:00,2023-12-17 11:00:27+00:00,319000,27,1592,Now,Film & Animation,FR,58145,4500.0,353.0,True,"['Cinéma', 'Durendal', 'Film', 'Vlog', 'Critique', 'Super Mario Bros', 'The Movie', 'Le Film', 'Aaron Horvath', 'Michael Jelenic', 'Chris Pratt', 'Anya Taylor-Joy', 'Jack Black', 'Seth Rogen', 'Jeu Vidéo', 'Aventure', 'Action']",7,2023-12-19 01:03:55.763489024+00:00,137008.763489024,True
703,30,P0rMYaKFO7k,2023-12-19 07:32:00.194941184+00:00,2023-12-17 16:00:01+00:00,253000,28,659,Now,Film & Animation,FR,58255,8400.0,537.0,True,"['Neuxs 6', 'Neuxs VI', 'Nexus 6', 'Science-Fiction', 'France', 'Metz', 'Blida', 'Fensch Toast', 'Science Fiction', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Kyle Reese', 'T1000']",7,2023-12-19 01:03:55.763489024+00:00,119034.763489024,True
