,Unnamed: 0,videoId,scanTimestamp,videoExactPublishDate,creatorSubscriberNumber,videoTrendsRanking,videoLengthSeconds,videoType,videoCategory,trendingCountry,exactViewNumber,numberLikes,numberOfComments,isCreatorVerified,videoKeywords,Epoch
8,8,4R7vRFGJr3k,1702971120.1949413,2023-12-17T06:59:58-08:00,28.4M subscribers,6,191,Now,Music,FR,"4,370,665 views",470K,45K,True,"['JYP Entertainment', 'JYP', 'ITZY', '있지', 'イッチ', '예지', '리아', '류진', '채령', '유나', 'YEJI', 'LIA', 'RYUJIN', 'CHAERYEONG', 'YUNA', 'イェジ', 'リア', 'リュジン', 'チェリョン', 'ユナ', 'อิทจี', 'เยจี', 'ลีอา', 'รยูจิน', 'แชรยอง', 'ยูนา', 'ITZY VIDEOS', 'ITZY BEHIND', 'MV', 'ITZY MV', 'ITZY MUSIC VIDEOS', 'Teaser', 'ITZY Teaser', 'ITZY VLOG', 'VLOG', ""IT'z Different"", ""IT'z ICY"", ""IT'z ME"", 'Not Shy', 'GUESS WHO', 'CRAZY IN LOVE', 'DALLA DALLA', 'ICY', 'WANNABE', '마.피.아.IN THE MORNING', 'LOCO', 'ITZY?ITZY!', 'ITZY CHECKMATE', 'CHECKMATE', 'ITZY COMEBACK', 'SNEAKERS', 'Boys Like You', 'CHESHIRE', 'KILL MY DOUBT', 'CAKE', 'BORN TO BE']",7
9,9,vvnlLGFv2mI,1702971120.1949413,2023-12-17T03:00:45-08:00,1.54M subscribers,7,2208,Now,Autos & Vehicles,FR,"601,038 views",43K,1.2K,True,,7
10,10,Ap7qPHeZcgM,1702971120.1949413,2023-12-16T23:18:06-08:00,1.38M subscribers,8,481,Now,Entertainment,FR,"329,443 views",5K,357,False,"['colby covington', 'donald trump', 'droitufc', 'leon edwards', 'mma', 'sports de combat', 'ufc']",7
11,11,6f1Bg-fqBRg,1702971120.1949413,2023-12-17T02:00:12-08:00,367K subscribers,9,2566,Now,Entertainment,FR,"129,893 views",11K,441,True,"['one piece', 'one piece théorie', 'one piece theory', 'one', 'piece', 'theorie', 'one piece 1088', 'one piece chapitre', 'one piece spoil', 'Luffy', 'Nika', 'Gomu gomu no mi', 'hito hito no mi model nika', 'Joyboy', 'Haki', 'devil fruit', ""L'HISTOIRE DE LUFFY ET LA FIN DE ONE PIECE EXPLIQUÉE !"", 'Barbe Noire', 'Marshall D. teach', 'Teach vs Luffy', 'la disparition du gomu gomu no mi', 'Haki des rois', 'Luffy éveil', 'One Piece 1102', 'one piece review', 'Goji', 'anime', 'manga', 'Oda', 'iceberg one piece']",7
12,12,pIqARNahjJw,1702971120.1949413,2023-12-17T10:00:30-08:00,564K subscribers,10,545,Now,Science & Technology,FR,"131,611 views",15K,505,True,"['iphone', 'apple', 'imessage', 'rcs', 'bulle bleue', 'bulle verte', 'léo duff', 'beeper', 'android', 'ios']",7
13,13,n4hyVsz7FMA,1702971120.1949413,2023-12-17T01:00:27-08:00,2.43M subscribers,11,2988,Now,Entertainment,FR,"115,343 views",10K,332,True,"['horia', 'youtubeuse', 'true crime', 'thread horreur', 'Horia horreur', 'horroria', 'histoire horreur', 'la sombre histoire de', 'sombre histoire Horia', 'Lady Diana', 'la sombre histoire de lady diana', 'sombre histoire lady diana', 'lady diana reportage', 'lady diana documentaire', 'famille royale', 'prince charles', 'reine elisabeth', 'aromazone', 'skincare', 'mystère', 'étrange', 'lady diana mystère', 'histoire de lady diana', 'lady di', 'princesse diana', 'théories', 'lady diana théories', 'affaire', 'histoire lady di']",7
14,14,usTqmg0xNZY,1702971120.1949413,2023-12-15T08:22:26-08:00,7.24M subscribers,12,2246,Now,Entertainment,FR,"1,864,834 views",170K,4.6K,True,"['mcfly', 'carlito', 'golden moustache', 'fatshow', 'badass', 'dab', ""j'effectue"", 'le', 'et', 'on', 'appelle', 'des', 'gens', 'au', 'hasard']",7
15,15,SwlRSu0jjyU,1702971120.1949413,2023-12-17T08:25:00-08:00,8.33M subscribers,13,985,Now,Comedy,FR,"1,632,660 views",121K,1.2K,True,"['amixem', 'humour', 'delire']",7
16,16,tfht2Piljo8,1702971120.1949413,2023-12-17T04:07:22-08:00,493K subscribers,14,334,Now,Entertainment,FR,"380,408 views",2.9K,1.5K,True,,7
17,17,FrTfxDY2eyI,1702971120.1949413,2023-12-17T08:23:46-08:00,315K subscribers,15,621,Now,Comedy,FR,"95,901 views",14K,366,True,,7
18,18,NGfpot1_2Is,1702971120.1949413,2023-12-17T03:00:12-08:00,548K subscribers,16,2023,Now,Howto & Style,FR,"100,818 views",9.1K,385,True,"['honeyshay', 'honey shay', 'Chaiyna', 'comores', 'lifestyle', 'beauté', 'vlog', 'famille', 'family game', 'habitue toi', 'Family', 'Family Games', 'Océane', 'Yoan', 'Yo4real']",7
19,19,W_l0npDNILY,1702971120.1949413,2023-12-17T05:00:31-08:00,2.56M subscribers,17,966,Now,Gaming,FR,"557,815 views",42K,403,True,"['terracid', 'laink', 'wankil', 'lego', 'fortnite', 'minecraft', 'build', 'construction']",7
20,20,TOIAdoDwYYs,1702971120.1949413,2023-12-17T01:30:05-08:00,230K subscribers,18,1207,Now,Gaming,FR,"95,159 views",8.5K,246,True,"['pokemon random', 'choisi ton starter', 'choisi ton pokemon', 'challenge pokemon', 'randomizer pokemon violet', 'randomizer pokemon ecarlate']",7
21,21,LY0Ll7LRYDI,1702971120.1949413,2023-12-17T09:09:58-08:00,5.43M subscribers,19,953,Now,Entertainment,FR,"778,670 views",65K,4.2K,True,"['seb la frite', 'seb', 'ce mec', 'seblafrite', 'sebastien frit', 'histoire', 'incroyable', 'mystère', 'musique', 'documentaire', 'Tecktonik', 'danse electro', 'metropolis', 'rungis', 'teck tonik', 'story', 'France']",7
22,22,uKpgHMkjF_8,1702971120.1949413,2023-12-17T08:30:12-08:00,92.1K subscribers,20,1445,Now,Film & Animation,FR,"55,944 views",5.4K,337,False,"['film', 'films', 'chronique', 'cinema', 'saga', 'humour', 'analyse', 'box office', 'critique', 'resume', 'la suite de trop', 'video', 'youtube', 'critique cinema', 'critique de film', 'Cinéphile', 'Noel', 'Christmas', 'Aladdin', 'Le Roi Lion', 'La Belle et le Bete', 'Pocahontas', 'Disney', 'Le Retour de Jafar', 'Karime Debbache', 'Crossed', 'Chroma', 'Guillaume Cassar', 'Notserious', 'la petite sirene', 'mickey', 'La petite sirene 2', 'La Belle et le Clochard', 'La Belle et le Clochard 2', 'Le Bossu de Notre Dame', 'Cendrillon', 'PeterPan', 'Les 101 Dalmatiens', 'Cruella', 'Tarzan']",7
23,23,ziq9BzdRvwY,1702971120.1949413,2023-12-17T10:00:28-08:00,146K subscribers,21,3163,Now,Entertainment,FR,"142,754 views",7K,176,True,,7
24,24,lTmJJ3AGizk,1702971120.1949413,2023-12-17T04:00:30-08:00,106K subscribers,22,1456,Now,Gaming,FR,"97,453 views",4.5K,267,False,"['jeux vidéo', 'gaming', 'clip', 'twitch', 'twitchfr', 'montage', 'best of', 'shorts', 'tiktok', 'humour', 'drole', 'wii sports', 'wii sports resort', 'matt', 'wii']",7
25,25,SG065LnQ08Q,1702971120.1949413,2023-12-16T10:02:38-08:00,688K subscribers,23,1941,Now,Entertainment,FR,"196,150 views",14K,201,True,"['billy', 'rebeudeter', 'jeu', 'jeux', 'horreur', 'fears', 'to', 'fantom', 'fathom', 'live', 'twitch', 'rediff', 'rediffusion', 'react']",7
26,26,WG4FIkH6HU8,1702971120.1949413,2023-12-17T09:00:10-08:00,412K subscribers,24,690,Now,Entertainment,FR,"70,129 views",4.4K,99,True,"['Ski', 'Freeride', 'extreme', 'Bimboes', 'Mickael', 'mickael bimboes', 'Freeride world tour', 'winteractivity', 'winter activity', 'winter', 'brutisode', 'snowboard', 'vtt', 'parapente', 'montagne', 'prank', 'scandale', 'backflip', 'freestyle', 'équipe', 'skiing', 'neige', 'film', 'avalanche', 'vlog', 'antagonist', 'gopro', 'dji', 'world', 'mtb', 'downhill', 'tricks', 'trick', 'fail', 'fails', 'best', 'chamonix', 'audi', 'yeah']",7
27,27,DmdcktG7vXM,1702971120.1949413,2023-12-17T10:49:02-08:00,58.5K subscribers,25,167,Now,Music,FR,"31,445 views",4.7K,3.2K,False,,7
28,28,6X1Ko_TExuM,1702971120.1949413,2023-12-16T03:45:00-08:00,34.8K subscribers,26,810,Now,Entertainment,FR,"301,389 views",5.7K,272,False,,7
29,29,gRb87CBRZ2o,1702971120.1949413,2023-12-17T03:00:27-08:00,319K subscribers,27,1592,Now,Film & Animation,FR,"58,145 views",4.5K,353,True,"['Cinéma', 'Durendal', 'Film', 'Vlog', 'Critique', 'Super Mario Bros', 'The Movie', 'Le Film', 'Aaron Horvath', 'Michael Jelenic', 'Chris Pratt', 'Anya Taylor-Joy', 'Jack Black', 'Seth Rogen', 'Jeu Vidéo', 'Aventure', 'Action']",7
30,30,P0rMYaKFO7k,1702971120.1949413,2023-12-17T08:00:01-08:00,253K subscribers,28,659,Now,Film & Animation,FR,"58,255 views",8.4K,537,True,"['Neuxs 6', 'Neuxs VI', 'Nexus 6', 'Science-Fiction', 'France', 'Metz', 'Blida', 'Fensch Toast', 'Science Fiction', 'Arnold Schwarzenegger', 'Linda Hamilton', 'Kyle Reese', 'T1000']",7
31,31,6oLB9vDNvI0,1702971120.1949413,2023-12-15T09:47:00-08:00,2.1M subscribers,29,394,Now,Entertainment,FR,"704,934 views",17K,621,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",7
32,32,igsQae0v0HQ,1702971120.1949413,2023-12-17T09:00:27-08:00,618K subscribers,30,1342,Now,Howto & Style,FR,"179,902 views",12K,103,True,['mayadorable'],7
33,33,jply2m0IoYs,1702971120.1949413,2023-12-17T01:26:50-08:00,235K subscribers,31,104,Now,News & Politics,FR,"131,071 views",263,596,True,"['TF1', 'beauté', 'concours', 'feminism washing', 'france', 'féminisme', 'justice', 'miss', 'miss nord-pas-de-calais', 'média', 'police', 'sexisme', 'télévision', 'Ève Gilles']",7
34,34,icGwtYWesWw,1702971120.1949413,2023-12-17T14:19:35-08:00,2.04M subscribers,32,596,Now,Sports,FR,"404,032 views",8.3K,310,True,"['résumé', 'highlights', 'real', 'de', 'madrid', 'villarreal', 'jude', 'bellingham', 'brahim', 'diaz', 'rodrygo', 'vini', 'vinicius', 'junior', 'jr', 'endrick', 'luka', 'modric', 'la', 'liga', 'foot', 'football', 'club', 'fc']",7
35,35,spmAWUn0k40,1702971120.1949413,2023-12-17T09:52:44-08:00,707K subscribers,33,859,Now,Sports,FR,"86,477 views",1.5K,76,True,"['champions cup', 'harlequins', 'rugby', 'sport', 'stade toulousain']",7
36,36,k51hM1cEgcs,1702971120.1949413,2023-12-17T10:00:21-08:00,1.03M subscribers,34,764,Now,Science & Technology,FR,"75,273 views",3.1K,123,True,,7
37,37,-3Xvyo_-Pyg,1702971120.1949413,2023-12-17T03:26:56-08:00,605K subscribers,35,1494,Now,Entertainment,FR,"39,960 views",3.3K,87,False,,7
38,38,JGP98IDCrTc,1702971120.1949413,2023-12-17T08:14:52-08:00,312K subscribers,36,784,Now,Science & Technology,FR,"58,848 views",6.4K,295,True,"['pixmob', 'coldplay', 'the weeknd', 'taylor swift', 'imagine dragons', 'lady gaga', 'bad bunny', 'elton john', 'wristband', 'infrarouge', 'menu', 'ecologique', 'concert', 'spectacle']",7
39,39,bOppj5rT2xA,1702971120.1949413,2023-12-17T08:30:06-08:00,436K subscribers,37,673,Now,Entertainment,FR,"39,588 views",3.5K,44,True,"['FR', 'AlphaCast', 'Gameplay', 'Alfacast', 'France', 'Lynkus', 'Live', 'Twitch', 'Meilleurs moments', 'Best of', '35', 'Tablequest', 'Jeu vidéo', 'gameplay', 'drôle', 'blagues', 'rire', 'clips', 'Stream', 'Streaming', 'Alpha', 'Alfa', 'M4F', 'Ted', 'Eventis', 'Troma', 'Ted Etienne', 'AVAMIND', 'AVA', 'Gom4rt', 'Antoine Daniel', 'JDG', 'Mynthos', 'Joueur du Grenier', 'Dead Space', 'Grounded', 'Warhammer']",7
40,40,RrasC4E_1R8,1702971120.1949413,2023-12-17T03:00:31-08:00,1.13M subscribers,38,1048,Now,Entertainment,FR,"106,561 views",4.7K,261,True,,7
41,41,OBgUnwkPivg,1702971120.1949413,2023-12-15T09:22:32-08:00,1.95M subscribers,39,509,Now,People & Blogs,FR,"866,617 views",5.8K,658,False,"['guy marchand', 'hommage', 'patrick sébastien']",7
42,42,Mz-J5JPxxBI,1702971120.1949413,2023-12-17T02:59:33-08:00,136K subscribers,40,888,Now,Music,FR,"64,253 views",4.8K,205,True,"['Beendo z', 'Retour à l’école', 'École', 'Élèves', 'Rap', 'Raplume', 'Interview', 'Interview Beendo Z', 'Au tableau']",7
43,43,mWacdcatC9o,1702971120.1949413,2023-12-16T22:35:44-08:00,1.4M subscribers,41,52,Now,Film & Animation,FR,"2,940,913 views",213K,10K,False,,7
44,44,BYKz4ksSFFc,1702971120.1949413,2023-12-17T03:00:12-08:00,116K subscribers,42,157,Now,Music,FR,"56,371 views",3.5K,131,False,"['rsko chanel bag parole', 'rsko chanel bag']",7
45,45,HCJ2WHNpQqc,1702971120.1949413,2023-12-15T03:00:17-08:00,1.2M subscribers,43,171,Now,Music,FR,"513,330 views",33K,937,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",7
46,46,BOQ1FdoBBmI,1702971120.1949413,2023-12-16T00:59:24-08:00,850K subscribers,44,719,Now,Film & Animation,FR,"251,267 views",30K,1.2K,True,"['théorie', 'Chronik Fiction', 'Fabio Soares', 'Mike Zonnenberg', 'cinéma', 'web-série', 'série digitale', 'analyse', 'critique', 'film', 'chronique', 'berlin', 'lacasadepapel', 'netflix', 'berlin trailer', 'berlin bande annonce vf', 'berlin bande annonce fr']",7
47,47,sRtFQf5wQ-U,1702971120.1949413,2023-12-17T15:21:13-08:00,395K subscribers,45,283,Now,People & Blogs,FR,"151,176 views",2.3K,300,True,"['2023/24', 'football', 'futebol', 'goals', 'golos', 'highlights', 'liga portugal', 'liga portugal betclic', 'liga portuguesa', 'portugal', 'portuguese league', 'primeira liga', 'resumo', 'season 23/24', 'soccer', 'sp:dt=2023-12-17T20:30:00Z', 'sp:li=port', 'sp:st=soccer', 'sp:ti:away=SLB', 'sp:ti:home=SCB', 'sp:ty=high']",7
48,48,5VojZY6p798,1702971120.1949413,2023-12-17T06:49:09-08:00,916K subscribers,46,546,Now,Science & Technology,FR,"63,270 views",5.1K,347,True,"['TheiCollection', 'Studio TheiCollection', 'Setup TheiCollection', 'Apple', 'Tech', 'Roche Bobois', 'Polygonia Roche Bobois', 'Furtif Roche Bobois', 'Bureau Roche Bobois', 'Setup highTech', 'HighTech', 'Technologie', 'JB', 'Jojol', 'Gentil', 'Garçon', 'Astuces tournage', 'astuces', 'setup astuce', 'setup caméra', 'setup tech', 'studio tech', 'The Frame', 'Philips hue', 'Astuces Philips Hue']",7
49,49,qj9REJK5K3w,1702971120.1949413,2023-12-17T11:53:37-08:00,2.04M subscribers,47,835,Now,Sports,FR,"202,373 views",3K,232,True,"['coupe', 'du', 'monde', 'championnat', 'championnats', 'mondial', 'hand', 'handball', 'equipe', 'de', 'france', 'bleu', 'bleus', 'bleue', 'bleues', 'norvege', 'norway']",7
50,50,5jrMwhmYW1A,1702971120.1949413,2023-12-14T07:56:41-08:00,158K subscribers,0,151,Recently Trending,Comedy,FR,"934,372 views",44K,2K,False,"['malik bentalha', 'encore', 'titanic', 'jamel comedy club', 'marrakech du rire', 'rendez-vous en terre inconnue', 'sketch', 'nouveau', 'spectacle', 'stand-up', 'entier', 'colors', 'jul', 'becan', 'show', 'sch', 'freeze corleone', 'haaarp', 'francais', 'fr', 'niska', 'tv', 'angele', 'kalash', 'chalgoumi', 'praud', 'cnews', ""l'heure de trop"", 'nouveau monde', 'pascal praud', ""l'heure des pros"", 'debat', 'islam', 'parodie', 'israel', 'palestine', 'djellaba', 'islamique', 'vetement', 'lastella', 'zemmour', 'comedy', 'comedie', 'humour', 'rap', 'freestyle', 'booska p', 'interview', 'fougasse', 'streaming', 'react', 'reaction', 'avis']",7
51,51,QdBZY2fkU-0,1702971120.1949413,2023-12-04T15:07:10-08:00,10.3M subscribers,1,90,Recently Trending,Gaming,FR,"153,307,299 views",10M,832K,True,"['Rockstar Games', 'Grand Theft Auto VI', 'GTAVI', 'GTA 6', 'GTA Six', 'Grand Theft Auto', 'GTA', 'Vice City', 'Leonida']",7
52,52,LnW-DwBrWLk,1702971120.1949413,2023-12-17T07:59:59-08:00,4M subscribers,2,827,Recently Trending,Comedy,FR,"504,574 views",40K,561,True,,7
53,53,9gAADPMt1FU,1702971120.1949413,2023-12-17T10:28:05-08:00,725K subscribers,3,1056,Recently Trending,Comedy,FR,"346,739 views",59K,1.3K,True,,7
54,54,K4GQRiuNpP0,1702971120.1949413,2023-12-17T08:00:33-08:00,1.99M subscribers,4,2773,Recently Trending,Howto & Style,FR,"312,133 views",13K,445,False,,7
55,55,6oLB9vDNvI0,1702971120.1949413,2023-12-15T09:47:00-08:00,2.1M subscribers,5,394,Recently Trending,Entertainment,FR,"704,934 views",17K,621,True,"['booskap', 'booska-p', 'rap', 'hiphop', 'interview', 'freestyle', 'rap français', 'musique', 'jdr', 'rap fr', 'booska', 'booska p', 'la bul', 'jul', 'malik bentalha', 'malik bentalha sketch', ""mange moi l'ananas""]",7
56,56,HCJ2WHNpQqc,1702971120.1949413,2023-12-15T03:00:17-08:00,1.2M subscribers,6,171,Recently Trending,Music,FR,"513,330 views",33K,937,False,"['PLK', 'Periph', 'périph', '92 93 94', 'polak']",7
57,57,pFpjyAp8aJ0,1702971120.1949413,2023-12-13T03:00:46-08:00,706K subscribers,7,7828,Recently Trending,Entertainment,FR,"532,797 views",19K,376,True,['Zack Nani'],7
58,58,zePFAZMUnbU,1702971120.1949413,2023-12-08T09:18:08-08:00,4.91M subscribers,8,2314,Recently Trending,Howto & Style,FR,"2,233,907 views",76K,819,True,"['Fastgoodcuisine', 'Fastgood', 'Fastfood', 'Qui est', 'Qui est l’imposteur', 'l’imposteur', 'Plat piégé', 'Piégé', 'Qui est le menteur', 'Le menteur', ""qui est l'imposteur"", 'Qui Aura Le Plat Piégé ?', ""qui aura l'objet piégé"", 'challenge', 'Qui est l’imposteur ?', 'inox', 'inoxtag', 'inoxtag imposteur', 'inoxtag fastgoodcuisine', 'fastgoodcuisine inoxtag', 'fastgoodcuisine inox', 'gurky', 'gurky fast food', 'gurky fastgoodcuisine', 'tacos piégé', 'fastfood piégé', 'gurky le murky']",7
59,59,dh8XxY717Gw,1702971120.1949413,2023-12-07T09:15:03-08:00,2.5M subscribers,9,1740,Recently Trending,Autos & Vehicles,FR,"3,199,525 views",324K,32K,True,"['vilebrequin', 'voiture', 'automobile', 'essai', 'test', 'vultech', 'vilbrequin', 'multipla', 'xantia', 'mécanique', ""dos d'âne"", 'dodane', 'dodane 130', 'dos dane 130', ""vilebrequin dos d'ane"", ""vilebrequin dos d'âne"", ""dos d'ane 170"", 'vilebrequin bus', 'drift', 'drole', 'fun', 'squeezie', 'amixem', 'joyca', '1000tipla', 'vilebrequin bourré', ""dos d'âne 170"", '1ÈRE 130', 'top gear', 'crash', 'accident', 'jump', 'drift bus', 'dodane 170', 'mcfly', 'fin vilebrequin', 'vilebrequin fini', 'arret vilebrequin', 'vilebrequin drama', 'vilebrequin fin', 'dernière video']",7
60,60,OBgUnwkPivg,1702971120.1949413,2023-12-15T09:22:32-08:00,1.95M subscribers,10,509,Recently Trending,People & Blogs,FR,"866,617 views",5.8K,658,False,"['guy marchand', 'hommage', 'patrick sébastien']",7
61,61,WB9wpwPVzyY,1702971120.1949413,2023-12-08T09:00:37-08:00,6.84M subscribers,11,229,Recently Trending,Music,FR,"7,516,006 views",138K,1.1K,True,"['JuL', 'Alonzo', 'La fusion', 'Clip Officiel', 'La Route Est Longue', 'LREL']",7
62,62,aZOiDNzoeWQ,1702971120.1949413,2023-12-17T02:17:24-08:00,9.19M subscribers,12,1679,Recently Trending,Entertainment,FR,"993,812 views",64K,1.7K,True,"['michou', 'roue', 'tournes', 'souffres', 'vidéo', 'Tu']",7
63,63,oByOOqDerrM,1702971120.1949413,2023-12-15T10:00:06-08:00,1.15M subscribers,13,1800,Recently Trending,Entertainment,FR,"396,014 views",25K,328,False,,7
64,64,XE_IK7ouDuc,1702971120.1949413,2023-12-07T15:00:18-08:00,96K subscribers,14,238,Recently Trending,Music,FR,"2,835,152 views",66K,2.1K,False,"['dadju i love you', 'tayc i love you', ""et si je te dit que je t'aime"", 'dadju tayc', 'tayc dadju', 'dadju tayc album', 'tayc dadju album', 'projet commun tayc dadju', 'projet commun dadju tayc', 'tayc dadju album commun', 'dadju tayc album commun', 'tayc dadju paroles', 'dadju tayc paroles']",7
65,65,_Gv62FX9fFc,1702971120.1949413,2023-12-07T09:30:05-08:00,53.6K subscribers,15,2669,Recently Trending,Entertainment,FR,"1,666,408 views",52K,1K,False,"['Loris', 'giuliano', 'istanbul', 'station service', 'roman frayssinet', 'finale ldc', 'league des champions']",7
66,66,F8lPTlpThEo,1702971120.1949413,2023-12-08T09:01:00-08:00,1.31M subscribers,16,203,Recently Trending,Music,FR,"1,246,029 views",63K,1.5K,False,"['Zola', 'Koba', 'Koba Ła D', 'Kobalad', 'zola x koba Ła d', 'zola feat koba Ła d', 'aller sans retour', 'allersansretour', 'tiakoxgazo', 'Tiago x gazo', 'mlgx', 'La melo est gangz', 'Tiakola feat gazo', 'Zola feat koba aller sans retour', 'zola feat koba Ła d aller sans retour', 'Zola - Koba LaD', 'TruthRecords', 'BMF', 'Truth Records', 'AWA', 'AWA GANG', 'KORE', 'GAZO TIAKOLA', 'ALBUM COMMUN', 'Tiakola - Gazo', 'Gazo Tiakola']",7
67,67,EUtsTZK0YuY,1702971120.1949413,2023-12-15T08:00:14-08:00,627K subscribers,17,1106,Recently Trending,Entertainment,FR,"778,783 views",20K,1.2K,True,"['jai construit une piece secrete', 'jai construit une piece secrete dans ma maison de noel', 'jai construit une piece secrete maison', 'piece secrete maison', 'piece secrete maison de noel', 'piece secrete']",7
68,68,jclw_cAtcIg,1702971120.1949413,2023-12-15T09:00:09-08:00,226K subscribers,18,171,Recently Trending,Music,FR,"352,707 views",25K,955,False,,7
69,69,WnBynfbm4e8,1702971120.1949413,2023-12-13T14:30:33-08:00,985K subscribers,19,13791,Recently Trending,Sports,FR,"685,365 views",31K,109,True,"['foot', 'football', 'streaming', 'direct', 'match', 'sowdred', 'ligue des champions', 'champions league', 'ldc', 'paris saint germain', 'psg', 'paris', 'borussia dortmund', 'dortmund', 'psg dortmund', 'psg vs dortmund', 'paris dortmund', 'paris vs dortmund', 'paris sg dortmund', 'psg bvb', 'psg vs bvb', 'paris bvb', 'paris vs bvb', 'match en direct', 'matche en direct', 'match en direct aujourd-hui', 'psg dortmund live', 'psg bvb live', 'paris dortmund live', 'psg dortmund en direct', 'live psg dortmund', 'psg live', 'dortmund live', 'psg match']",7
70,70,TAKjuokhpyg,1702971120.1949413,2023-12-15T09:00:02-08:00,4.39M subscribers,20,214,Recently Trending,Music,FR,"324,159 views",16K,692,False,"['lacrim', 'fugazi', 'en attendant corleone', 'plk', 'plk periph', 'kaaris', 'ninho', 'kerchak ziak', 'kerchak', 'lacrim rap', 'rap francais', 'lacrim baby gang', 'lacrim album', 'rap fr', 'rap', 'tendance rap', 'jul', 'jul alonzo', 'gazo', 'tiakola', 'gazo tiakola', 'zola koba la d', 'zola', 'koba la d', 'jul sdm', 'sdm', 'timal zed', 'mayo ninho', 'pnl']",7
71,71,6X1Ko_TExuM,1702971120.1949413,2023-12-16T03:45:00-08:00,34.8K subscribers,21,810,Recently Trending,Entertainment,FR,"301,389 views",5.7K,272,False,,7
72,72,YG3EhWlBaoI,1702971120.1949413,2023-12-14T18:31:24-08:00,3.23M subscribers,22,209,Recently Trending,Music,FR,"10,476,802 views",704K,81K,False,"['Playboi Carti', '2024', 'I AM MUSIC', 'MUSIC']",7
73,73,H8xAfHCfrng,1702971120.1949413,2023-12-14T09:36:15-08:00,3.33M subscribers,23,148,Recently Trending,Music,FR,"1,021,484 views",29K,1.6K,False,,7
74,74,0VRHcvALBTk,1702971120.1949413,2023-12-14T23:00:00-08:00,195K subscribers,24,322,Recently Trending,Howto & Style,FR,"465,609 views",2.1K,,False,,7
75,75,InIdV5yM1WQ,1702971120.1949413,2023-12-12T09:00:14-08:00,80.8K subscribers,25,2901,Recently Trending,Film & Animation,FR,"732,629 views",26K,625,True,"['Les produits laitiers', 'Amine', 'Billy', 'Ferme', 'Produits laitiers']",7
